,difference_from_overall_mean
ACCESS2_CrudePrev,1.1855312394459707
CHECKUP_CrudePrev,-1.1685046082911856
BPHIGH_CrudePrev,-0.7114667774670046
CASTHMA_CrudePrev,-0.5983498932230329
CHD_CrudePrev,-0.5617387437483026
STROKE_CrudePrev,-0.5552879816752305
COPD_CrudePrev,-0.5224047416285783
HOUSINSECU_CrudePrev,0.4270443582361966
EMOTIONSPT_CrudePrev,0.420162982484354
LPA_CrudePrev,0.36146172912157387
