algorithm,n_clusters,silhouette,davies_bouldin,calinski_harabasz,noise_pct,min_cluster_size,max_cluster_size,balance_ratio,params
KMeans,4,0.39912015076546087,0.8776778629533397,2956.9454825862867,0.0,405,1269,0.3191489361702128,k=4
